Date,Open,ticker
2018-01-02 00:00:00-05:00,33.56999969482422,HXT.TO
2018-01-03 00:00:00-05:00,33.7400016784668,HXT.TO
2018-01-04 00:00:00-05:00,33.93000030517578,HXT.TO
2018-01-05 00:00:00-05:00,33.97999954223633,HXT.TO
2018-01-08 00:00:00-05:00,33.86000061035156,HXT.TO
2018-01-09 00:00:00-05:00,33.779998779296875,HXT.TO
2018-01-10 00:00:00-05:00,33.79999923706055,HXT.TO
2018-01-11 00:00:00-05:00,33.709999084472656,HXT.TO
2018-01-12 00:00:00-05:00,33.75,HXT.TO
2018-01-15 00:00:00-05:00,33.70000076293945,HXT.TO
2018-01-16 00:00:00-05:00,33.86000061035156,HXT.TO
2018-01-17 00:00:00-05:00,33.720001220703125,HXT.TO
2018-01-18 00:00:00-05:00,33.869998931884766,HXT.TO
2018-01-19 00:00:00-05:00,33.79999923706055,HXT.TO
2018-01-22 00:00:00-05:00,33.81999969482422,HXT.TO
2018-01-23 00:00:00-05:00,33.83000183105469,HXT.TO
2018-01-24 00:00:00-05:00,33.86000061035156,HXT.TO
2018-01-25 00:00:00-05:00,33.720001220703125,HXT.TO
2018-01-26 00:00:00-05:00,33.5,HXT.TO
2018-01-29 00:00:00-05:00,33.400001525878906,HXT.TO
2018-01-30 00:00:00-05:00,33.15999984741211,HXT.TO
2018-01-31 00:00:00-05:00,33.0099983215332,HXT.TO
2018-02-01 00:00:00-05:00,32.95000076293945,HXT.TO
2018-02-02 00:00:00-05:00,32.630001068115234,HXT.TO
2018-02-05 00:00:00-05:00,32.06999969482422,HXT.TO
2018-02-06 00:00:00-05:00,31.200000762939453,HXT.TO
2018-02-07 00:00:00-05:00,31.739999771118164,HXT.TO
2018-02-08 00:00:00-05:00,31.690000534057617,HXT.TO
2018-02-09 00:00:00-05:00,31.1200008392334,HXT.TO
2018-02-12 00:00:00-05:00,31.25,HXT.TO
2018-02-13 00:00:00-05:00,31.3799991607666,HXT.TO
2018-02-14 00:00:00-05:00,31.31999969482422,HXT.TO
2018-02-15 00:00:00-05:00,31.84000015258789,HXT.TO
2018-02-16 00:00:00-05:00,31.850000381469727,HXT.TO
2018-02-20 00:00:00-05:00,31.969999313354492,HXT.TO
2018-02-21 00:00:00-05:00,31.93000030517578,HXT.TO
2018-02-22 00:00:00-05:00,32.25,HXT.TO
2018-02-23 00:00:00-05:00,32.220001220703125,HXT.TO
2018-02-26 00:00:00-05:00,32.5,HXT.TO
2018-02-27 00:00:00-05:00,32.619998931884766,HXT.TO
2018-02-28 00:00:00-05:00,32.63999938964844,HXT.TO
2018-03-01 00:00:00-05:00,32.060001373291016,HXT.TO
2018-03-02 00:00:00-05:00,31.709999084472656,HXT.TO
